caption,aspect_list,tempo_tags,genre_tags,mood_tags,instrument_tags,tempo_tags_count,genre_tags_count,mood_tags_count,instrument_tags_count,aspect_list_count
"A male vocalist sings this soft melody. The tempo is slow with a mellow keyboard harmony, steady drumming, subtle bass line and acoustic guitar accompaniment. The song is soft, romantic, melodic, emotional , sentimental, melancholic and pleasant. This song is classic Soft Rock.","rhythmic acoustic guitar, medium tempo, pop, sentimental, emotional, nostalgic, romantic, steady drumming, male singer","rhythmic acoustic guitar, medium tempo",pop,"sentimental, emotional, nostalgic, romantic","steady drumming, male singer",2,1,4,2,9
This is a swing jazz music performance. The main melody is being played by trumpets while the brass section as a whole provides the melodic background. There is an upright bass playing an eighth-note walking bass line. The acoustic drums are playing a swing jazz beat in the rhythmic background. There is a smooth and vibrant atmosphere to the piece. It could be playing in the soundtrack of a video game. This piece could also be used in the soundtracks of historical drama pieces.,"danceable, no singer, trumpets",,danceable,,"no singer, trumpets",1,1,1,2,3
This is a recording of an instrumental jam. There is a blues type solo being performed on an overdriven electric guitar. The guitar has an 80s sound. This recording could be sampled for use in beat-making or as an advertisement jingle.,"blues, guitar solo",,blues,,guitar solo,1,1,1,1,2
This is a low quality recording. This folk dance song is a fusion of traditional folk song with contemporary dance music. Traditional percussion instruments are played at the beginning of the clip. A female voice sings the main melody. The percussion continues to play in the background. This song has a hip-hop feel. A quirky voice sings high pitched sounds in the background. Other instruments cannot be identified due to the low quality of recording. This song can be played in a club.,"dance music, female voice",,dance music,,female voice,1,1,1,1,2
"A male singer introduces the DJ lineup with an enthusiastic song. The tempo is medium with a groovy bass line, steady drumming rhythm, keyboard harmony and other percussion hits. The song is enthusiastic and energetic. The audio quality is very poor.","electronic dance music, people dancing, keyboard harmony, male singer, groovy bass line",,electronic dance music,people dancing,"keyboard harmony, male singer, groovy bass line",1,1,1,3,5
"The low quality recording features a classical music played by orchestra that consists of staccato string melody, woodwinds melody, staccato brass melody and solo, low tuba melody. The recording is a bit noisy and it sounds like background music for old movies.","classical, orchestra",,classical,,orchestra,1,1,1,1,2
"The low quality recording features a folk song being covered by passionate male vocal and groovy acoustic guitar melody. It sounds uplifting and a bit harsh, muddy and unbalanced as far as the stereo image goes.","folk, harsh, uplifting, passionate male vocal",,folk,"harsh, uplifting",passionate male vocal,1,1,2,1,4
"This piece is a compilation of an opera singer's high-pitched singing that shows how high of a pitch she can reach. For the most part, she is holding a single high note as the strings in the orchestra provide the harmonic background.","classical, strings, orchestra, female vocal",,classical,,"strings, orchestra, female vocal",1,1,1,3,4
"This audio contains a digital drum with a kick with a lot of overdrive, a snare on the backbeat and a long noisy snare sound. This song sounds very monoton. This song may be playing in a club.","uptempo, techno, digital drums",uptempo,techno,,digital drums,1,1,1,1,3
"The low quality recording features a traditional pop song that consists of harmonized vocals singing over breathy flute melody, groovy bass, wooden percussion, strings melody and acoustic guitar chords. It sounds happy and fun - like a song you would hear in a TV commercial.","pop, happy, fun, groovy bass",,pop,"happy, fun",groovy bass,1,1,2,1,4
"A male singer sings this emotional song. The song is medium tempo with guitar accompaniment, strong bass line, steady drumming rhythm, violins playing emotional and tambourine percussion. The song is overlapped with sounds of a vehicle engine and Tarmac sounds.","ambient noises, exciting, male singer",,ambient noises,exciting,male singer,1,1,1,1,3
"A male vocalist sings this lively melody in a foreign language. The tempo is fast with a loud and banjo harmony, tambourine beats and tapping beats. The song is a spirited, cheerful,celebratory, happy, enthusiastic and festive Regional/Folk Song.","medium tempo, folk music, energetic, male vocal",medium tempo,folk music,energetic,male vocal,1,1,1,1,4
This audio contains a male voice singing in a higher pitch along to acoustic drums with an e-bass playing a melody. The e-guitar also follows that bassline. Another e-guitar is strumming chords in a higher key in the background. This song may be playing in a music video telling a story.,"medium tempo, rock, acoustic drums, male voice singing, e-bass",medium tempo,rock,,"acoustic drums, male voice singing, e-bass",1,1,1,3,5
"A male vocalist sings the Lord’s Prayer. The tempo is medium with Keyboard harmony, steady drumming, groovy basslines, rhythmic guitar,beat of shakers, vocal backup and a trumpet flourish. The music is simple, rhythmic, pleasant, catchy, soulful and punchy Reggae. There are sounds of people clapping and cheering in the background indicating that this is a live performance.","groovy bass lines, medium tempo, groovy, reggae, r&b, happy, keyboard accompaniment, male singer, trumpets, steady drumming","groovy bass lines, medium tempo, groovy","reggae, r&b",happy,"keyboard accompaniment, male singer, trumpets, steady drumming",3,2,1,4,10
"The low quality recording features a musical played on a small device that reproduces mono sound. The song consists of energetic drums, brass section and passionate female vocal singing on top of it. It sounds noisy, muffled and thin, as it was probably recorded with a poor quality microphone.","orchestral, passionate female vocal",,orchestral,,passionate female vocal,1,1,1,1,2
"The low quality recording features a ballad song sung by passionate female vocalists over groovy, mellow piano chords and shimmering shakers and tambourine. It sounds emotional and heartfelt - like something you would sing to your partner, out of love.","ballad, emotional, tambourine, shimmering shakers, passionate female vocal",,ballad,emotional,"tambourine, shimmering shakers, passionate female vocal",1,1,1,3,5
"An acoustic drum is playing a reggae groove with a rim shot as a snare sound and shakers/tambourine in the background. An e-bass is playing a bassline accompanied by a clean e-guitar playing the same melody. A piano is playing short chords on the backbeat. Male voices are singing, sounding relaxed and joyful. This song may be playing at a reggae festival.","slow to medium tempo, reggae, acoustic drums, piano, e-guitar, e-bass",slow to medium tempo,reggae,,"acoustic drums, piano, e-guitar, e-bass",1,1,1,4,6
"This is the recording of a jazz improvisation performance. It is in an instrumental piece performed with a keyboard that utilizes a classical piano sound. The chords are being played gently which creates a calming atmosphere. Due to various chords and lines being played in this performance, parts of it could be lifted to be used as piano samples for a beat. It could also be playing in the background of a restaurant or a jazz bar.","jazz, calming, gentle, keyboard, no singer",,jazz,"calming, gentle","keyboard, no singer",1,1,2,2,5
This is a live Christian gospel music performance. There is male lead vocal singing melodically and passionately with the backing of a male choir. The melody is being played by a church organ and a bass guitar. The acoustic drums and the tambourine played in a very eccentric manner are the elements of the rhythmic background. The atmosphere is religious. This piece could be played at Christian religious events or in the background of Christian social media content.,"groovy, gospel, acoustic drums, bass guitar, male vocal, tambourine",groovy,gospel,,"acoustic drums, bass guitar, male vocal, tambourine",1,1,1,4,6
