caption,aspect_list,tempo_tags,genre_tags,mood_tags,instrument_tags
"Male singers sing this vocal harmony. The song is medium fast tempo with a groovy bass line, steady drumming rhythm, piano accompaniment and guitar rhythm. The song is devotional and congregational. The song is a classic Christian praise hit.","medium fast tempo, inspiring, groovy bass line, steady drumming rhythm, piano accompaniment",medium fast tempo,,inspiring,"groovy bass line, steady drumming rhythm, piano accompaniment"
"The  recording features a flat male vocal talking and playing a groovy accordion melody, before which a male and a female laugh. It sounds passionate and groovy.","groovy, passionate, flat male vocal",groovy,,passionate,flat male vocal
"This music is a lively instrumental. The tempo is fast with a drum beat introduction, saxophone solo, piano solo, followed with lively harmony of the tenor sax and march like drumming. This piece is the song introduction. It is a lively, cheerful, happy, celebratory and youthful Western Classical.","fast tempo, classical music, happy, cheerful, energetic, piano accompaniment",fast tempo,classical music,"happy, cheerful, energetic",piano accompaniment
"A male and female child singers sing this vocal duet in harmony. The song is medium tempo with keyboard accompaniment , groovy bass line and an enthusiastic drumming rhythm. The song is passionate and loving. The song is a retro tv show tune and in poor audio quality.","medium tempo, romantic, female singer, groovy bass line, steady drumming rhythm, male singer",medium tempo,,romantic,"female singer, groovy bass line, steady drumming rhythm, male singer"
"The song is an instrumental. The tempo is medium with an acoustic guitar playing lead, electric guitar accompaniment and a groovy bass line and no percussion instruments. The song is spirited and energetic. The audio quality is quite poor and the song has rock music influences.","medium tempo, exciting, energetic, groovy bass line",medium tempo,,"exciting, energetic",groovy bass line
This rock song features a male voice singing the main melody. The melody has a repetitive pattern. Another voice sings 'ooh' in the background. This is accompanied by percussion playing a simple rock beat in common time. The bass plays a note and slides to the higher octave and comes back to the original note. The guitar strums the chords of this song. This song has a hippie feel. This song can be played in a movie based on a drug cartel.,"moderate tempo, rock, male voice, percussion, bass",moderate tempo,rock,,"male voice, percussion, bass"
"This is a classical music piece from the baroque era. The piece is being performed by a harpsichord. There is a mysterious atmosphere and a medieval feel to this piece. The music could fit very well in the soundtrack of a gothic horror movie, especially where we are witnessing a scene of exposition.","classical music, mysterious, no singer",,classical music,mysterious,no singer
This techno song features programmed percussion. The kick is played on every count of the beat. A cymbal or shaker is played in sixteenth note patterns. This is accompanied by a synth playing a repetitive sequence. Another synth sound is played in bursts which has a warped sound effect. This song is an instrumental and has no voices. This song can be played in a club.,"moderate tempo, dance song, no voices",moderate tempo,dance song,,no voices
"A male vocalist sings this retro classic melody. The tempo is slow with a melodious electric guitar lead, soft acoustic guitar accompaniment and subtle bass complimenting the soft vocals and backup. The song is mellow, melancholic, pensive, insightful, euphonious, dulcet and soothing. There is a sound of static in the background. This song is classic Rock.","slow tempo, rhythmic acoustic guitar, mellow, sad, melancholic, soft, nostalgic, male vocalist","slow tempo, rhythmic acoustic guitar",,"mellow, sad, melancholic, soft, nostalgic",male vocalist
This song contains an acoustic piano playing a minor chord composition with some soft strings in the background playing in a higher key. An e-bass is playing the footnote of the piano. A female voice is singing loud and clear with a voice that sounds melancholic/sad. This song may be playing with headphones while feeling sad.,"slower to medium tempo, pop, melancholic, e-bass, strings",slower to medium tempo,pop,melancholic,"e-bass, strings"
This is a Malaysian alternative rock music piece. There is a male vocalist singing melodically at the forefront. The main melody is played by the acoustic guitar with the backing of a mellow electric guitar and a simple bass line on the bass guitar. The rhythmic background consists of a basic rock acoustic drum beat. There is a sentimental and easygoing atmosphere to this piece. It could be used in the soundtrack of a drama/romance movie or TV series that takes place in Malaysia.,"indie, alternative rock, mellow, sentimental, electric guitar, acoustic drums, bass guitar, male vocal, acoustic guitar",,"indie, alternative rock","mellow, sentimental","electric guitar, acoustic drums, bass guitar, male vocal, acoustic guitar"
"This music is a pensive instrumental.The tempo is medium with a melancholic cello, rhythmic ukulele and a percussion instrument. The song is pensive, contemplative, meditative, melancholic ,solemn and dreamy.","medium tempo, meditative, emotional, dreamy, percussion",medium tempo,,"meditative, emotional, dreamy",percussion
"This music is a mellow, dulcet instrumental. The tempo is slow with a beautiful violin harmony, piano accompaniment and steady bassline with synthesiser arrangements. The music is serene, calming,soothing, sentimental,emotional, wistful,poignant,melancholic and euphonious. This song is an exquisite middle eastern instrumental.","slow tempo, ethereal, romantic, poignant, melancholic, piano accompaniment",slow tempo,,"ethereal, romantic, poignant, melancholic",piano accompaniment
"This music is two separate tracks. The first track is electronic music with turn table scratching. The second track is a soft, romantic, mellow, harmonious melody with keyboard harmony, electric guitar, groovy bass and steady drumming with a man talking at the end. The two tracks are unrelated.","slow tempo, electro pop, ambient, romantic, mellow, soft, sentimental, dreamy, groovy bass, keyboard harmony",slow tempo,"electro pop, ambient","romantic, mellow, soft, sentimental, dreamy","groovy bass, keyboard harmony"
"A female vocalist sings this melancholic melody in a foreign language.The tempo is slow with a romantic piano accompaniment. The song is soft, mellow, poignant, emotional,sentimental, romantic, melancholic , sad, lonely,and wistful. This song is a Pop/ Love song.","slow tempo, pop, romantic, sad, melancholic, emotional, sentimental, dreamy, female singer",slow tempo,pop,"romantic, sad, melancholic, emotional, sentimental, dreamy",female singer
"A male vocalist sings this energetic pop song. The tempo is fast with an animated keyboard harmony, vigorous drumming, punchy bass lines, vibrant tambourine beats and an enthusiastic vocal backup riff. The song is a remix of an old song. It is vibrant, peppy, punchy, vibrant, vociferous. This song is Pop Rock.","fast tempo, pop rock, pop, energetic, male vocalist",fast tempo,"pop rock, pop",energetic,male vocalist
